source,target,quantile,lag_obs,lag_seconds,correlation,p_value,n_obs
obi,ofi,Q10,1,0.5,0.0743913184918229,3.6023034002713667e-07,4670
obi,ofi,Q10,2,1.0,0.07175804357410262,9.214024781227617e-07,4670
obi,ofi,Q10,3,1.5,0.0694240757873101,2.0625773506512004e-06,4670
obi,ofi,Q10,4,2.0,0.06727473929104105,4.237275162805396e-06,4670
obi,ofi,Q10,5,2.5,0.06519841824757329,8.32491171046848e-06,4670
obi,ofi,Q10,6,3.0,0.06328907657873847,1.5224874736612622e-05,4670
obi,ofi,Q10,7,3.5,0.061472384351892645,2.662548861125428e-05,4670
obi,ofi,Q10,8,4.0,0.05967985167613117,4.553960120648911e-05,4670
obi,ofi,Q10,9,4.5,0.058027906489264265,7.372562306398417e-05,4670
obi,ofi,Q10,10,5.0,0.05665169613335424,0.0001091248351429754,4670
obi,ofi,Q10,11,5.5,0.05540132742547877,0.00015469294021954285,4670
obi,ofi,Q10,12,6.0,0.05406937460400631,0.00022256718947749339,4670
obi,ofi,Q10,13,6.5,0.05272582091153744,0.00031862765581717735,4670
obi,ofi,Q10,14,7.0,0.05153626643557615,0.00043486979936249373,4670
obi,ofi,Q10,15,7.5,0.05064790359935072,0.0005464813810088402,4670
obi,ofi,Q10,16,8.0,0.049911398813295274,0.0006587982727632763,4670
obi,ofi,Q10,17,8.5,0.0492192472438326,0.0007836072600814345,4670
obi,ofi,Q10,18,9.0,0.04839461165817608,0.0009605636219669561,4670
obi,ofi,Q10,19,9.5,0.047652309805095605,0.0011509015909967476,4670
obi,ofi,Q10,20,10.0,0.04705994412500424,0.001327460549149082,4670
obi,ofi,Q50,-20,-10.0,0.16162193746811598,2.6776501349230366e-136,23350
obi,ofi,Q50,-19,-9.5,0.16136861445302514,7.051255493687692e-136,23350
obi,ofi,Q50,-18,-9.0,0.1610712275729623,2.19821136029e-135,23350
obi,ofi,Q50,-17,-8.5,0.16074871472642008,7.534063587637956e-135,23350
obi,ofi,Q50,-16,-8.0,0.1604478872474262,2.3694847914223118e-134,23350
obi,ofi,Q50,-15,-7.5,0.16014859387166613,7.392185437733929e-134,23350
obi,ofi,Q50,-14,-7.0,0.15983630481405942,2.418762063488958e-133,23350
obi,ofi,Q50,-13,-6.5,0.15962072180271325,5.453253164490593e-133,23350
obi,ofi,Q50,-12,-6.0,0.15948512380582414,9.044868987446583e-133,23350
obi,ofi,Q50,-11,-5.5,0.159373647749135,1.3674957576978718e-132,23350
obi,ofi,Q50,-10,-5.0,0.1592952565168481,1.8215373923390515e-132,23350
obi,ofi,Q50,-9,-4.5,0.15929962056821437,1.768503443409538e-132,23350
obi,ofi,Q50,-8,-4.0,0.15939669464471626,1.2046757558234649e-132,23350
obi,ofi,Q50,-7,-3.5,0.15952348016135498,7.322204970348e-133,23350
obi,ofi,Q50,-6,-3.0,0.15961061900973975,5.178000787676759e-133,23350
obi,ofi,Q50,-5,-2.5,0.15967891719959512,3.934928918470705e-133,23350
obi,ofi,Q50,-4,-2.0,0.15968702832996057,3.765498726907394e-133,23350
obi,ofi,Q50,-3,-1.5,0.15958276873984048,5.54167377844957e-133,23350
obi,ofi,Q50,-2,-1.0,0.1593884731164611,1.150639795742302e-132,23350
obi,ofi,Q50,-1,-0.5,0.15910665041602293,3.33429442265454e-132,23350
obi,ofi,Q50,0,0.0,0.15861223513173275,2.1667407554652372e-131,23350
obi,ofi,Q50,1,0.5,0.15799496599130564,2.2871376011119573e-130,23350
obi,ofi,Q50,2,1.0,0.15727450153333616,3.528615519551411e-129,23350
obi,ofi,Q50,3,1.5,0.1564725475484734,7.293511140484306e-128,23350
obi,ofi,Q50,4,2.0,0.15559114408796876,1.994517329305186e-126,23350
obi,ofi,Q50,5,2.5,0.1546439946715338,6.822823621238695e-125,23350
obi,ofi,Q50,6,3.0,0.153538755174588,4.0811893065576675e-123,23350
obi,ofi,Q50,7,3.5,0.15236409853571328,3.049101103256232e-121,23350
obi,ofi,Q50,8,4.0,0.15112180577143203,2.8097685150443683e-119,23350
obi,ofi,Q50,9,4.5,0.14979253519320443,3.401382090005184e-117,23350
obi,ofi,Q50,10,5.0,0.1483644004502649,5.593582755981161e-115,23350
obi,ofi,Q50,11,5.5,0.14685764051880987,1.151752820115821e-112,23350
obi,ofi,Q50,12,6.0,0.14526775544912934,2.9896939286418175e-110,23350
obi,ofi,Q50,13,6.5,0.1435838850255881,1.005567706398574e-107,23350
obi,ofi,Q50,14,7.0,0.14185145620798276,3.7141732349799644e-105,23350
obi,ofi,Q50,15,7.5,0.1400649705833902,1.5250619069604329e-102,23350
obi,ofi,Q50,16,8.0,0.1382626848832816,6.093552562429793e-100,23350
obi,ofi,Q50,17,8.5,0.13642753171567396,2.4994718445778296e-97,23350
obi,ofi,Q50,18,9.0,0.13444720001017624,1.501682645006881e-94,23350
obi,ofi,Q50,19,9.5,0.13239419972694394,1.0296482981413131e-91,23350
obi,ofi,Q50,20,10.0,0.13016433272419545,1.1006723996583777e-88,23350
obi,ofi,Q90,-20,-10.0,0.17418624212785525,5.33489655577876e-33,4670
obi,ofi,Q90,-19,-9.5,0.17478000303680516,3.185583758787383e-33,4670
obi,ofi,Q90,-18,-9.0,0.17506524478615143,2.4647064794312697e-33,4670
obi,ofi,Q90,-17,-8.5,0.17529450203781125,1.9985228418827508e-33,4670
obi,ofi,Q90,-16,-8.0,0.1757660461905454,1.318848357518593e-33,4670
obi,ofi,Q90,-15,-7.5,0.17630561593187893,8.202434789044718e-34,4670
obi,ofi,Q90,-14,-7.0,0.17628575512026057,8.210926312365e-34,4670
obi,ofi,Q90,-13,-6.5,0.1760698892713765,9.713219927404375e-34,4670
obi,ofi,Q90,-12,-6.0,0.17565484105989257,1.3608008181168967e-33,4670
obi,ofi,Q90,-11,-5.5,0.17491000155746564,2.5187600307127415e-33,4670
obi,ofi,Q90,-10,-5.0,0.17434373340025186,4.000506366095429e-33,4670
obi,ofi,Q90,-9,-4.5,0.1738293250916159,6.074235252807101e-33,4670
obi,ofi,Q90,-8,-4.0,0.17327746695365315,9.506027789139383e-33,4670
obi,ofi,Q90,-7,-3.5,0.17263486979162118,1.6026516101015093e-32,4670
obi,ofi,Q90,-6,-3.0,0.17150312734475082,4.0490362485172637e-32,4670
obi,ofi,Q90,-5,-2.5,0.17002553214874647,1.3516175290520237e-31,4670
obi,ofi,Q90,-4,-2.0,0.16833303200163838,5.3186000933700515e-31,4670
obi,ofi,Q90,-3,-1.5,0.16734815446161605,1.1658116826525665e-30,4670
obi,ofi,Q90,-2,-1.0,0.16600299521698902,3.397687069853858e-30,4670
obi,ofi,Q90,-1,-0.5,0.1642648216702389,1.3416882948203316e-29,4670
obi,ofi,Q90,0,0.0,0.16221153340317368,6.685639797702542e-29,4670
obi,ofi,Q90,1,0.5,0.15984550436306216,4.266228377184084e-28,4670
obi,ofi,Q90,2,1.0,0.15728818644176434,3.0585779261464983e-27,4670
obi,ofi,Q90,3,1.5,0.1548943354686514,1.8770984399378434e-26,4670
obi,ofi,Q90,4,2.0,0.15244279486288767,1.167199649534738e-25,4670
obi,ofi,Q90,5,2.5,0.1500263972323283,6.862770403071267e-25,4670
obi,ofi,Q90,6,3.0,0.14784167372933188,3.322590966222363e-24,4670
obi,ofi,Q90,7,3.5,0.14558701090362347,1.6489341987036345e-23,4670
obi,ofi,Q90,8,4.0,0.14349532862273945,7.12832201469223e-23,4670
obi,ofi,Q90,9,4.5,0.1415651628412039,2.7008640670254966e-22,4670
obi,ofi,Q90,10,5.0,0.13965102181650707,9.935260191269115e-22,4670
obi,ofi,Q90,11,5.5,0.13774540590762901,3.567699700324185e-21,4670
obi,ofi,Q90,12,6.0,0.1359897581725241,1.1407924082422183e-20,4670
obi,ofi,Q90,13,6.5,0.13454573266831465,2.938233922463695e-20,4670
obi,ofi,Q90,14,7.0,0.1328159792285289,8.98398225055039e-20,4670
obi,ofi,Q90,15,7.5,0.131200229237876,2.5190123750552515e-19,4670
obi,ofi,Q90,16,8.0,0.12947233359497745,7.473516233030942e-19,4670
obi,ofi,Q90,17,8.5,0.12725358048463406,2.947695546441803e-18,4670
obi,ofi,Q90,18,9.0,0.12483053487316403,1.2821088635970271e-17,4670
obi,ofi,Q90,19,9.5,0.12240131493459243,5.437465232853658e-17,4670
obi,ofi,Q90,20,10.0,0.11989685315338823,2.3390885593365612e-16,4670
ofi,obi,Q10,-20,-10.0,-0.06292637532366308,1.7539634462594972e-05,4670
ofi,obi,Q10,-19,-9.5,-0.06491135357211979,9.409213577756967e-06,4670
ofi,obi,Q10,-18,-9.0,-0.06673974723705572,5.216690878690202e-06,4670
ofi,obi,Q10,-17,-8.5,-0.06887141851888827,2.573216017056286e-06,4670
ofi,obi,Q10,-16,-8.0,-0.07195385819764735,8.934605893386203e-07,4670
ofi,obi,Q10,-15,-7.5,-0.07625749726608343,1.898082654089083e-07,4670
ofi,obi,Q10,-14,-7.0,-0.07832969883435495,8.717666501952164e-08,4670
ofi,obi,Q10,-13,-6.5,-0.0790282986626371,6.661656833433351e-08,4670
ofi,obi,Q10,-12,-6.0,-0.0800678888336777,4.4519419593118596e-08,4670
ofi,obi,Q10,-11,-5.5,-0.0808289883376647,3.3005992982850646e-08,4670
ofi,obi,Q10,-10,-5.0,-0.08152910136230918,2.499516627127465e-08,4670
ofi,obi,Q10,-9,-4.5,-0.08084144824855119,3.2624485865351365e-08,4670
ofi,obi,Q10,-8,-4.0,-0.08189262380674969,2.150446396570281e-08,4670
ofi,obi,Q10,-7,-3.5,-0.08310558424735097,1.3214113583140049e-08,4670
ofi,obi,Q10,-6,-3.0,-0.08497833012840796,6.157376061722957e-09,4670
ofi,obi,Q10,-5,-2.5,-0.08611040525169493,3.843820527352776e-09,4670
ofi,obi,Q10,-4,-2.0,-0.08714544208843907,2.4841899498595438e-09,4670
ofi,obi,Q10,-3,-1.5,-0.08781787754069824,1.8630004214588836e-09,4670
ofi,obi,Q10,-2,-1.0,-0.08794796620290705,1.7560171645478374e-09,4670
ofi,obi,Q10,-1,-0.5,-0.08681693333791068,2.8183904260191386e-09,4670
ofi,obi,Q10,0,0.0,-0.086948735767758,2.656418223444285e-09,4670
ofi,obi,Q10,1,0.5,-0.08852422381459152,1.3684620667364e-09,4670
ofi,obi,Q10,2,1.0,-0.09097355146510584,4.760130620264393e-10,4670
ofi,obi,Q10,3,1.5,-0.0932521464203486,1.7391635989344882e-10,4670
ofi,obi,Q10,4,2.0,-0.09495564705382356,8.075174502403735e-11,4670
ofi,obi,Q10,5,2.5,-0.09511024509490194,7.558976675117116e-11,4670
ofi,obi,Q10,6,3.0,-0.09414343750027511,1.1793172111490633e-10,4670
ofi,obi,Q10,7,3.5,-0.09307367902695529,1.9180097502822413e-10,4670
ofi,obi,Q10,8,4.0,-0.09202436984875274,3.074139772490107e-10,4670
ofi,obi,Q10,9,4.5,-0.09172202778154916,3.5290779154583384e-10,4670
ofi,obi,Q10,10,5.0,-0.09120709961830664,4.4458329898856764e-10,4670
ofi,obi,Q10,11,5.5,-0.09079464019634663,5.348551381287292e-10,4670
ofi,obi,Q10,12,6.0,-0.08855172637356087,1.4139096598340068e-09,4670
ofi,obi,Q10,13,6.5,-0.0852271359588105,5.706887109143492e-09,4670
ofi,obi,Q10,14,7.0,-0.08344329486577803,1.1829783083600092e-08,4670
ofi,obi,Q10,15,7.5,-0.08196278769969861,2.142986235587435e-08,4670
ofi,obi,Q10,16,8.0,-0.07939813344664927,5.838836093210726e-08,4670
ofi,obi,Q10,17,8.5,-0.08084563544411802,3.346389953043832e-08,4670
ofi,obi,Q10,18,9.0,-0.0848346000247118,6.828606873180496e-09,4670
ofi,obi,Q10,19,9.5,-0.08837329245888888,1.5691099695698436e-09,4670
ofi,obi,Q10,20,10.0,-0.09135088752329436,4.3568131621816134e-10,4670
ofi,obi,Q50,-20,-10.0,0.11903783991416014,2.227756709145455e-74,23350
ofi,obi,Q50,-19,-9.5,0.11988699175221217,1.9908470200438374e-75,23350
ofi,obi,Q50,-18,-9.0,0.12066902080483684,2.1186262934723586e-76,23350
ofi,obi,Q50,-17,-8.5,0.12157697300030477,1.5442533334379674e-77,23350
ofi,obi,Q50,-16,-8.0,0.12253480470631625,9.539758286344411e-79,23350
ofi,obi,Q50,-15,-7.5,0.1234674402781297,6.203780423697831e-80,23350
ofi,obi,Q50,-14,-7.0,0.12432009998158626,5.001734926770339e-81,23350
ofi,obi,Q50,-13,-6.5,0.12529045982462889,2.7901694477962567e-82,23350
ofi,obi,Q50,-12,-6.0,0.1261814501190349,1.9297495982126138e-83,23350
ofi,obi,Q50,-11,-5.5,0.12704564277452088,1.4191209594518236e-84,23350
ofi,obi,Q50,-10,-5.0,0.1278520319783733,1.221455035613229e-85,23350
ofi,obi,Q50,-9,-4.5,0.12864523935647598,1.077113285167489e-86,23350
ofi,obi,Q50,-8,-4.0,0.12933656494267295,1.2796894629161573e-87,23350
ofi,obi,Q50,-7,-3.5,0.1301066442458653,1.1773434996776218e-88,23350
ofi,obi,Q50,-6,-3.0,0.13076001879072152,1.5351487896444638e-89,23350
ofi,obi,Q50,-5,-2.5,0.13125340777730904,3.2662572842736627e-90,23350
ofi,obi,Q50,-4,-2.0,0.13164047964173037,9.640545045974797e-91,23350
ofi,obi,Q50,-3,-1.5,0.13204509220493413,2.682600824092945e-91,23350
ofi,obi,Q50,-2,-1.0,0.13235405403640857,1.0051379117778732e-91,23350
ofi,obi,Q50,-1,-0.5,0.13254915917656368,5.3831824333037995e-92,23350
ofi,obi,Q50,0,0.0,0.13263887736983293,4.018873764285573e-92,23350
ofi,obi,Q50,1,0.5,0.13309369424323544,9.61060239423047e-93,23350
ofi,obi,Q50,2,1.0,0.13354201336209706,2.334651133285436e-93,23350
ofi,obi,Q50,3,1.5,0.13397133873987738,5.997006719793427e-94,23350
ofi,obi,Q50,4,2.0,0.13430331187330488,2.09451028314194e-94,23350
ofi,obi,Q50,5,2.5,0.13462901246690182,7.444443774645215e-95,23350
ofi,obi,Q50,6,3.0,0.134943586806947,2.7354357269263314e-95,23350
ofi,obi,Q50,7,3.5,0.13523427582168426,1.0830128533694442e-95,23350
ofi,obi,Q50,8,4.0,0.13552727523393576,4.247484156839295e-96,23350
ofi,obi,Q50,9,4.5,0.13584295989902084,1.5447397248809497e-96,23350
ofi,obi,Q50,10,5.0,0.13610535840631224,6.662414927474732e-97,23350
ofi,obi,Q50,11,5.5,0.13644655121348478,2.2205207465201187e-97,23350
ofi,obi,Q50,12,6.0,0.13671448620194723,9.370673161480641e-98,23350
ofi,obi,Q50,13,6.5,0.1369147546651672,4.923481235603454e-98,23350
ofi,obi,Q50,14,7.0,0.13704306273252662,3.269436804910525e-98,23350
ofi,obi,Q50,15,7.5,0.13712486604593013,2.5265609929742524e-98,23350
ofi,obi,Q50,16,8.0,0.13709851090564518,2.7801107745814473e-98,23350
ofi,obi,Q50,17,8.5,0.13697207056160787,4.2414533528307787e-98,23350
ofi,obi,Q50,18,9.0,0.13678168350547368,7.967413074032483e-98,23350
ofi,obi,Q50,19,9.5,0.13661009550539147,1.406492036855934e-97,23350
ofi,obi,Q50,20,10.0,0.1362986988118993,3.9073462292076876e-97,23350
ofi,obi,Q90,-20,-10.0,-0.04183576207846115,0.004326764669457975,4670
ofi,obi,Q90,-19,-9.5,-0.04479190385764777,0.002247295061737026,4670
ofi,obi,Q90,-18,-9.0,-0.047782896031923414,0.0011139413509820564,4670
ofi,obi,Q90,-17,-8.5,-0.05091441393513039,0.000512111360647604,4670
ofi,obi,Q90,-16,-8.0,-0.05416020761310912,0.00021855562441586932,4670
ofi,obi,Q90,-15,-7.5,-0.057707441117466354,8.166401310728611e-05,4670
ofi,obi,Q90,-14,-7.0,-0.06100764027720712,3.1051828937770826e-05,4670
ofi,obi,Q90,-13,-6.5,-0.06439949542762766,1.091774073713308e-05,4670
ofi,obi,Q90,-12,-6.0,-0.06807757259939354,3.3127305646370645e-06,4670
ofi,obi,Q90,-11,-5.5,-0.0720659732220917,8.475780310704932e-07,4670
ofi,obi,Q90,-10,-5.0,-0.07621831157752233,1.8969340269986701e-07,4670
ofi,obi,Q90,-9,-4.5,-0.08054662386754759,3.66009694117445e-08,4670
ofi,obi,Q90,-8,-4.0,-0.08451356631166286,7.501994318365244e-09,4670
ofi,obi,Q90,-7,-3.5,-0.08828371966978876,1.553283032517944e-09,4670
ofi,obi,Q90,-6,-3.0,-0.09189748458138168,3.223589163098508e-10,4670
ofi,obi,Q90,-5,-2.5,-0.09529049389667298,6.959970771701794e-11,4670
ofi,obi,Q90,-4,-2.0,-0.09915397437345046,1.1374612830488254e-11,4670
ofi,obi,Q90,-3,-1.5,-0.10331678992304823,1.4925273568830832e-12,4670
ofi,obi,Q90,-2,-1.0,-0.1075514341877258,1.7369865607271889e-13,4670
ofi,obi,Q90,-1,-0.5,-0.11203254924774532,1.6244777124509347e-14,4670
ofi,obi,Q90,0,0.0,-0.11602552514387407,1.8111851486857682e-15,4670
ofi,obi,Q90,1,0.5,-0.11379561845504375,6.24361203760443e-15,4670
ofi,obi,Q90,2,1.0,-0.1112311116549402,2.512485707533511e-14,4670
ofi,obi,Q90,3,1.5,-0.10852619087619288,1.0536647833069348e-13,4670
ofi,obi,Q90,4,2.0,-0.10620884816424644,3.5012527167301575e-13,4670
ofi,obi,Q90,5,2.5,-0.10396836865747752,1.0909336306506391e-12,4670
ofi,obi,Q90,6,3.0,-0.10186024435073776,3.109859518145784e-12,4670
ofi,obi,Q90,7,3.5,-0.09965771421088594,9.078579604008446e-12,4670
ofi,obi,Q90,8,4.0,-0.09776761452594576,2.2362825151994302e-11,4670
ofi,obi,Q90,9,4.5,-0.0959042213075194,5.348484047359208e-11,4670
ofi,obi,Q90,10,5.0,-0.09424652144288301,1.1462209648915333e-10,4670
ofi,obi,Q90,11,5.5,-0.09303476884479102,1.9867657240903432e-10,4670
ofi,obi,Q90,12,6.0,-0.09189284888923614,3.315477948959416e-10,4670
ofi,obi,Q90,13,6.5,-0.09073828614284746,5.528457760191158e-10,4670
ofi,obi,Q90,14,7.0,-0.08986593855669284,8.109084526723058e-10,4670
ofi,obi,Q90,15,7.5,-0.08883599616297683,1.2676664050370203e-09,4670
ofi,obi,Q90,16,8.0,-0.08758933998621703,2.1603711719545042e-09,4670
ofi,obi,Q90,17,8.5,-0.08666089611170431,3.2009818274426437e-09,4670
ofi,obi,Q90,18,9.0,-0.08611541813258736,4.031310501043217e-09,4670
ofi,obi,Q90,19,9.5,-0.08488958159375637,6.701767142019654e-09,4670
ofi,obi,Q90,20,10.0,-0.08371929667043054,1.081669306825636e-08,4670
